member,item
4694,"citrus fruit,canned beer,ice cream,hamburger meat,rolls/buns,onions,tropical fruit,sausage,citrus fruit,whole milk,oil,misc. beverages,bottled beer,whipped/sour cream,brown bread,whipped/sour cream,newspapers,yogurt,rolls/buns,shopping bags"
4695,"pork,root vegetables,tropical fruit,pet care,yogurt,yogurt,beef,pork,other vegetables,rolls/buns,brandy,canned beer,soda,whole milk,beef,margarine,shopping bags,butter,beverages,soda,domestic eggs,canned fish,newspapers,frozen fish,oil,shopping bags"
4696,"chewing gum,root vegetables,citrus fruit,rolls/buns,oil,whole milk,ready soups"
4697,"other vegetables,hamburger meat,onions,semi-finished bread,butter milk,whole milk,whole milk,bottled water,bottled water,bottled water,shopping bags,pastry"
4698,"newspapers,cleaner,prosecco,newspapers,curd,rolls/buns,specialty chocolate,white bread"
4699,"pasta,frankfurter,hamburger meat,sausage,whole milk,soda,sauces,rolls/buns,red/blush wine,curd,root vegetables,rolls/buns,abrasive cleaner,misc. beverages,coffee,flower (seeds),seasonal products,cat food"
4700,"coffee,whole milk,ham,sausage,bottled water,whole milk,other vegetables,whole milk,dessert,cream cheese ,whole milk,ketchup,bottled beer,baking powder,soda,chewing gum"
4701,"soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care"
4702,"whole milk,pot plants,grapes,dessert,brown bread,other vegetables,kitchen towels"
4703,"soda,yogurt"
4704,"tropical fruit,pip fruit,chewing gum,berries,hamburger meat,butter,whole milk,candy,other vegetables,coffee,whole milk"
4705,"sausage,rolls/buns,tropical fruit,hard cheese,canned beer,chewing gum,frozen vegetables,mayonnaise,female sanitary products,pot plants"
4706,"frozen meals,sausage,zwieback,whole milk,chocolate,cream cheese "
4707,"soda,whole milk,root vegetables,fruit/vegetable juice"
4708,"sausage,meat,pork,ham,citrus fruit,pastry,butter,other vegetables,brown bread,processed cheese,specialty bar,frozen fish,canned beer,salty snack"
4709,"citrus fruit,other vegetables,beef,other vegetables,pasta,root vegetables"
4710,"pork,cat food,other vegetables,pork,root vegetables,pasta,salty snack,domestic eggs,pickled vegetables"
4711,"frankfurter,pastry,yogurt,whole milk,napkins,whole milk,other vegetables,domestic eggs"
4712,"whole milk,pork,whole milk,pip fruit,other vegetables,cat food,newspapers,butter milk,newspapers,whipped/sour cream"
4713,"beef,bottled water,bottled beer,frozen dessert,herbs,newspapers"
4714,"pastry,misc. beverages,specialty chocolate,bottled water"
4715,"chewing gum,soda,sausage,root vegetables,newspapers,snack products,softener,margarine,rolls/buns,specialty fat,newspapers,pet care"
4716,"sausage,grapes,bottled beer,napkins"
4717,"canned beer,tropical fruit,pip fruit,newspapers,soda,yogurt,citrus fruit,brown bread,tropical fruit,waffles,semi-finished bread,shopping bags,whole milk,salty snack,coffee"
4718,"pork,bottled water,sausage,frankfurter,other vegetables,citrus fruit,pork,salty snack,curd,flower soil/fertilizer,curd,hygiene articles,margarine"
4719,"tropical fruit,frankfurter,chocolate,other vegetables,tropical fruit,whole milk,whole milk,pip fruit,yogurt,pasta,whole milk,specialty bar,coffee,detergent,yogurt,fruit/vegetable juice"
4720,"beverages,soda,UHT-milk,tropical fruit,rolls/buns,other vegetables,curd,soft cheese,bottled water,oil,chocolate,rolls/buns,baking powder"
4721,"sausage,sausage,bottled water,pastry,fruit/vegetable juice,rolls/buns,canned beer,rum,canned vegetables,grapes,other vegetables,tropical fruit,rolls/buns,spices,margarine,cream cheese ,processed cheese,semi-finished bread,specialty bar"
4722,"sausage,whole milk,tropical fruit,hamburger meat,other vegetables,bottled water,skin care,yogurt,hygiene articles,frozen dessert"
4723,"tropical fruit,other vegetables,root vegetables,pastry,rolls/buns,rice"
4724,"citrus fruit,sausage,hamburger meat,whole milk"
4725,"rolls/buns,butter milk,other vegetables,brown bread,whole milk,cat food,white bread,soft cheese,shopping bags,rolls/buns"
4726,"whole milk,other vegetables,whole milk,rolls/buns,liquor (appetizer),chicken,tropical fruit,whole milk"
4727,"frankfurter,rolls/buns,bottled water,other vegetables,whole milk,root vegetables,root vegetables,rolls/buns,yogurt,beverages"
4728,"other vegetables,beef,white bread,pastry,rolls/buns,chocolate marshmallow,pip fruit,soda,instant coffee,margarine"
4729,"salt,whole milk,frozen vegetables,butter,shopping bags,fruit/vegetable juice"
4730,"other vegetables,whole milk,sliced cheese,root vegetables"
4731,"rolls/buns,yogurt,napkins,yogurt,candy,sliced cheese"
4732,"soda,napkins"
4733,"pip fruit,soda,beef,pip fruit,nuts/prunes,other vegetables,curd cheese,shopping bags,bottled beer"
4734,"tropical fruit,roll products ,sausage,whole milk,pork,rolls/buns,tropical fruit,yogurt,rolls/buns,napkins,rolls/buns"
4735,"curd,specialty chocolate,brown bread,whole milk,hamburger meat,honey,sliced cheese,bottled water,frozen fish,skin care,rolls/buns,pet care"
4736,"butter,beef,other vegetables,pastry,other vegetables,soda,onions,yogurt,seasonal products,curd,UHT-milk"
4737,"pork,root vegetables"
4738,"other vegetables,bottled beer,sausage,whole milk,dog food,grapes"
4739,"flour,onions,yogurt,soda"
4740,"bottled water,coffee,other vegetables,dessert,UHT-milk,margarine,domestic eggs,whole milk,rolls/buns,dog food"
4741,"chicken,beef,other vegetables,whole milk,sausage,ice cream,onions,frozen vegetables,whole milk,finished products,whole milk,chewing gum,fruit/vegetable juice,butter,waffles,flower (seeds),chewing gum"
4742,"ham,oil,white wine,beverages,pastry,citrus fruit,meat,citrus fruit,hard cheese,tropical fruit,coffee,ready soups,hygiene articles,canned fish,soda"
4743,"whole milk,sausage,pastry,nuts/prunes,soda,soda,domestic eggs,bottled beer,UHT-milk,coffee,napkins,other vegetables,chocolate marshmallow"
4744,"hamburger meat,citrus fruit,frankfurter,onions,frankfurter,other vegetables,whole milk,soda,salty snack,fruit/vegetable juice,brown bread,other vegetables,yogurt,candy,salty snack"
4745,"pastry,bottled beer,ham,cat food,pip fruit,soft cheese,rolls/buns,shopping bags,rolls/buns,canned fish,soda,pastry,bottled water,shopping bags,soft cheese,soda,long life bakery product"
4746,"meat,ham,frozen vegetables,sausage,hygiene articles,ham,cake bar,yogurt,sugar,bottled water,margarine,whole milk,newspapers,semi-finished bread"
4747,"other vegetables,frankfurter,cream cheese ,root vegetables,tropical fruit,pip fruit,tropical fruit,baking powder,root vegetables,other vegetables,pastry,soft cheese,bottled beer,specialty chocolate,softener,shopping bags"
4748,"rolls/buns,soda,chicken,pork,other vegetables,fruit/vegetable juice,soda,root vegetables,newspapers,whole milk,napkins,yogurt"
4749,"tropical fruit,finished products,root vegetables,tropical fruit,root vegetables,dessert,dessert,mustard,detergent"
4750,"flour,yogurt,pork,pork,yogurt,butter,whipped/sour cream,shopping bags,whipped/sour cream,brown bread,hard cheese"
4751,"chicken,soft cheese,soda,rolls/buns,butter,candy"
4752,"yogurt,liver loaf,UHT-milk,meat,dessert,pip fruit,frozen dessert,whipped/sour cream"
4753,"whole milk,other vegetables,soups,citrus fruit,finished products,meat,root vegetables,whole milk,sugar,long life bakery product,beef,seasonal products,salty snack,whole milk,rolls/buns,fruit/vegetable juice,white wine,bottled beer,chocolate,specialty chocolate,chocolate,sugar,frozen potato products"
4755,"canned beer,rolls/buns,baking powder"
4756,"tropical fruit,other vegetables,tropical fruit,fruit/vegetable juice,whipped/sour cream,beef,frozen fish,whipped/sour cream,coffee,pot plants,curd,whole milk,bottled water,red/blush wine"
4757,"misc. beverages,soda,frozen meals,herbs,canned beer,soda,pip fruit,seasonal products,yogurt,dishes,yogurt,mayonnaise,flower (seeds)"
4758,"pasta,rolls/buns,pip fruit,root vegetables,bottled beer,butter,fruit/vegetable juice,white bread,spices"
4759,"frankfurter,frankfurter,ham,beef,chewing gum,baby cosmetics,other vegetables,domestic eggs,artif. sweetener,root vegetables,margarine,frozen vegetables"
4760,"canned beer,salty snack,grapes,rolls/buns,butter,tropical fruit,dessert,other vegetables,whole milk,pastry,dessert,root vegetables,fruit/vegetable juice,semi-finished bread,curd,dishes,whole milk,bottled water"
4761,"beverages,sausage,pip fruit,other vegetables,newspapers,white bread,soda,frozen fish,margarine,curd,baking powder,ketchup"
4762,"rolls/buns,pip fruit,pip fruit,newspapers,pork,onions,whole milk,misc. beverages,pastry,rolls/buns,yogurt,newspapers,abrasive cleaner"
4763,"citrus fruit,other vegetables,whole milk,hard cheese,bottled beer,whole milk,pastry,pickled vegetables"
4764,"soda,tropical fruit,soap,pip fruit,domestic eggs,brown bread,vinegar,whipped/sour cream"
4765,"frankfurter,butter milk,beef,curd,zwieback,spread cheese,domestic eggs,misc. beverages"
4766,"whole milk,root vegetables,specialty chocolate,bottled beer,frankfurter,soda,bottled beer,newspapers,canned beer,margarine,shopping bags,soda,bottled water,oil,domestic eggs,rolls/buns,shopping bags"
4768,"hamburger meat,pork,yogurt,flour"
4769,"citrus fruit,sausage,butter milk,napkins,meat,grapes,dessert,whipped/sour cream,soda,processed cheese,bottled beer,dishes"
4770,"root vegetables,butter,chicken,pastry,fruit/vegetable juice,roll products ,soda"
4771,"other vegetables,meat,coffee,chewing gum,citrus fruit,specialty vegetables,newspapers"
4772,"house keeping products,tropical fruit,yogurt,whole milk,frozen vegetables,soda,curd,sauces,rolls/buns,whipped/sour cream"
4773,"tropical fruit,salty snack,other vegetables,other vegetables,root vegetables,turkey,jam,curd,whipped/sour cream,yogurt,other vegetables,mustard,frozen potato products,canned beer,margarine,bottled beer,dental care,abrasive cleaner"
4774,"red/blush wine,sausage,pip fruit,whipped/sour cream"
4775,"whole milk,yogurt,softener"
4776,"sausage,whole milk,citrus fruit,canned beer,other vegetables,pip fruit,pork,bottled beer,butter,other vegetables,soda,pip fruit,yogurt,herbs,red/blush wine,candy,cream cheese "
4778,"meat,citrus fruit,soda,sausage,frankfurter,frankfurter,soda,hamburger meat,coffee,salty snack,oil,packaged fruit/vegetables,bottled water,frozen vegetables,yogurt"
4779,"whipped/sour cream,sausage,root vegetables,pip fruit,citrus fruit,root vegetables,specialty chocolate,other vegetables,chewing gum,condensed milk,pastry,specialty bar,pip fruit,sauces,dessert,pot plants"
4780,"soda,soda,frankfurter,citrus fruit,sausage,shopping bags,root vegetables,chewing gum,whole milk,condensed milk,other vegetables,brown bread,beverages,yogurt,salt,newspapers,curd,shopping bags,ketchup,candy"
4781,"ham,sausage,beverages,cream cheese ,candles,sugar"
4782,"rolls/buns,canned beer,whole milk,processed cheese,domestic eggs,berries,rolls/buns,rolls/buns,margarine,pickled vegetables"
4783,"hamburger meat,bottled beer,cling film/bags,sausage,rolls/buns,beef,other vegetables,other vegetables,bottled beer,curd,whipped/sour cream,yogurt,chewing gum,whole milk,rice,UHT-milk,other vegetables,specialty fat,chocolate,coffee,kitchen towels"
4784,"root vegetables,butter,coffee,soft cheese,napkins"
4785,"tropical fruit,canned beer,chocolate,soda,shopping bags,tropical fruit,cling film/bags,fruit/vegetable juice,hard cheese,brown bread,shopping bags,shopping bags"
4786,"chocolate,pastry,soda,seasonal products,frozen fish,dish cleaner,waffles"
4787,"beef,sausage,sausage,pork,rolls/buns,frozen vegetables,whole milk,UHT-milk,cat food,cling film/bags,fruit/vegetable juice,candles"
4788,"beef,other vegetables,other vegetables,photo/film,butter milk,yogurt,whipped/sour cream,candy,whole milk,soda,whole milk,shopping bags,fruit/vegetable juice"
4789,"ice cream,beef,whole milk,curd,beef,curd,liquor,shopping bags,margarine,domestic eggs,specialty cheese"
4790,"bottled beer,pasta,root vegetables,pip fruit,other vegetables,newspapers,dessert,rolls/buns,candy,shopping bags,frozen vegetables"
4791,"sausage,sausage,long life bakery product,fruit/vegetable juice"
4792,"turkey,bottled water,UHT-milk,bottled water"
4793,"root vegetables,sausage,soda,pork,yogurt,soda,specialty chocolate,pastry,bottled water,ice cream"
4794,"ham,sausage,oil,root vegetables,rolls/buns,tropical fruit,soda,brown bread,beverages,other vegetables,bottled beer"
4795,"sausage,sliced cheese"
4796,"chicken,white bread,frankfurter,soda,rolls/buns,beef,other vegetables,whole milk,whole milk,curd cheese,curd,flour,soda,Instant food products"
4797,"sausage,canned beer,citrus fruit,whole milk,white wine,root vegetables,napkins,pastry,soft cheese,rolls/buns,sparkling wine"
4798,"pip fruit,rolls/buns,pip fruit,shopping bags,cream cheese ,soda,yogurt,popcorn"
4799,"citrus fruit,canned beer,frozen meals,pot plants,dessert,other vegetables,sliced cheese,roll products ,long life bakery product,brown bread,spread cheese,frozen fish,hygiene articles,pasta,sweet spreads,other vegetables,curd cheese,butter milk,rolls/buns"
4800,"frankfurter,grapes,berries,tropical fruit,soda,seasonal products,butter,cake bar,soda,long life bakery product,soda,tea,cat food,detergent,rum"
4801,"whole milk,misc. beverages,butter milk,dishes,beverages"
4802,"tropical fruit,cooking chocolate"
4803,"bottled water,root vegetables,whole milk,canned beer,white bread,pickled vegetables"
4804,"pork,tropical fruit,whole milk,other vegetables,frozen meals,tropical fruit,butter milk,whole milk,butter,sliced cheese,rolls/buns,abrasive cleaner,other vegetables,bottled beer,coffee,domestic eggs,pastry"
4805,"whole milk,other vegetables,rolls/buns,whole milk"
4806,"tropical fruit,sausage,citrus fruit,whole milk,tropical fruit,brown bread,liquor,candy,yogurt,domestic eggs,margarine"
4807,"butter,beef,tropical fruit,curd,onions,pickled vegetables,coffee,UHT-milk,waffles,frozen fish,bottled beer,cream cheese ,misc. beverages"
4808,"meat,beverages,fish,whole milk,soap,meat spreads,semi-finished bread,abrasive cleaner,domestic eggs,yogurt,margarine"
4809,"flower soil/fertilizer,zwieback,whole milk,chicken,brown bread,UHT-milk,whole milk,curd,pip fruit,margarine,soda,sugar"
4810,"bottled beer,chicken,newspapers,dog food"
4811,"butter milk,canned beer,pet care,rolls/buns,bottled water,rolls/buns,newspapers"
4812,"beverages,soda,sausage,tropical fruit,yogurt,curd,liquor,whole milk,canned beer,rolls/buns,other vegetables,margarine,baking powder,flour,candy"
4813,"citrus fruit,bottled water,soda,specialty chocolate,beverages,rolls/buns,pastry"
4814,"whole milk,root vegetables,grapes,pickled vegetables,pip fruit,white bread,whole milk,soda,long life bakery product,yogurt,bottled beer,whole milk,other vegetables,coffee,hygiene articles"
4815,"cat food,coffee"
4816,"other vegetables,other vegetables"
4817,"frankfurter,rolls/buns,instant coffee,UHT-milk,margarine,whole milk,dishes,butter,candles,liquor,yogurt,salty snack"
4818,"salt,other vegetables,pip fruit,canned beer,pastry,white bread,roll products ,sliced cheese"
4819,"pastry,ice cream,sausage,whole milk,meat spreads,meat,rolls/buns,soda,pip fruit,domestic eggs,sugar,bottled water"
4820,"pip fruit,whole milk,citrus fruit,pet care,pastry,pastry,other vegetables,onions,rolls/buns,domestic eggs,chocolate,snack products,chocolate,baking powder,male cosmetics,long life bakery product,syrup,soda"
4821,"tropical fruit,whole milk,rolls/buns,beverages,rolls/buns,cream cheese ,grapes,mustard,rolls/buns,whole milk,shopping bags,domestic eggs,yogurt,white bread"
4822,"bottled water,pip fruit,brown bread,rolls/buns,whole milk,ice cream,whole milk,pastry,other vegetables,brown bread,coffee,yogurt"
4823,"whole milk,root vegetables,UHT-milk,kitchen towels,candy,dish cleaner,frozen meals,rolls/buns"
4824,"cream,newspapers"
4825,"beef,pip fruit,butter milk,tropical fruit,ham,soda,brown bread,root vegetables,frozen vegetables,UHT-milk,whipped/sour cream,butter,citrus fruit,bottled water"
4826,"ham,tropical fruit,rolls/buns,red/blush wine,hamburger meat,whole milk,tropical fruit,flour,whole milk,other vegetables,bottled water,curd,rolls/buns"
4827,"curd,canned beer,root vegetables,frankfurter,processed cheese,whole milk,bottled water,brown bread,rolls/buns,pip fruit,pickled vegetables,newspapers,frozen vegetables,pudding powder"
